,,,気温,
638,東京都,大田区,17.6 ,3.210224009
639,東京都,世田谷区,17.6 ,3.210224009
640,東京都,渋谷区,17.6 ,3.210224009
641,東京都,中野区,17.6 ,3.210224009
642,東京都,杉並区,17.6 ,3.210224009
643,東京都,豊島区,17.6 ,3.210224009
644,東京都,北区,17.6 ,3.210224009
645,東京都,荒川区,17.6 ,3.210224009
646,東京都,板橋区,17.6 ,3.210224009
647,東京都,練馬区,17.6 ,3.210224009
648,東京都,足立区,17.6 ,3.210224009
649,東京都,葛飾区,17.6 ,3.210224009
650,東京都,江戸川区,17.6 ,3.210224009
651,東京都,八王子市,17.6 ,3.210224009
652,東京都,立川市,17.6 ,3.210224009
653,東京都,武蔵野市,17.6 ,3.210224009
654,東京都,三鷹市,17.6 ,3.210224009
655,東京都,青梅市,17.6 ,3.210224009
656,東京都,府中市,17.6 ,3.210224009
657,東京都,昭島市,17.6 ,3.210224009
658,東京都,調布市,17.6 ,3.210224009
659,東京都,町田市,17.6 ,3.210224009
660,東京都,小金井市,17.6 ,3.210224009
661,東京都,小平市,17.6 ,3.210224009
662,東京都,日野市,17.6 ,3.210224009
663,東京都,東村山市,17.6 ,3.210224009
664,東京都,国分寺市,17.6 ,3.210224009
665,東京都,国立市,17.6 ,3.210224009
666,東京都,福生市,17.6 ,3.210224009
667,東京都,狛江市,17.6 ,3.210224009
668,東京都,東大和市,17.6 ,3.210224009
669,東京都,清瀬市,17.6 ,3.210224009
670,東京都,東久留米市,17.6 ,3.210224009
671,東京都,武蔵村山市,17.6 ,3.210224009
672,東京都,多摩市,17.6 ,3.210224009
673,東京都,稲城市,17.6 ,3.210224009
674,東京都,羽村市,17.6 ,3.210224009
675,東京都,あきる野市,17.6 ,3.210224009
676,東京都,西東京市,17.6 ,3.210224009
677,東京都,瑞穂町,17.6 ,3.210224009
678,東京都,日の出町,17.6 ,3.210224009
679,東京都,檜原村,17.6 ,3.210224009
680,東京都,奥多摩町,17.6 ,3.210224009
681,東京都,大島町,17.6 ,3.210224009
682,東京都,利島村,17.6 ,3.210224009
683,東京都,新島村,17.6 ,3.210224009
684,東京都,神津島村,17.6 ,3.210224009
685,東京都,三宅村,17.6 ,3.210224009
686,東京都,御蔵島村,17.6 ,3.210224009
687,東京都,八丈町,17.6 ,3.210224009
688,東京都,青ヶ島村,17.6 ,3.210224009
689,東京都,小笠原村,17.6 ,3.210224009
690,神奈川県,横浜市,18.0 ,3.80987938
691,神奈川県,川崎市,18.0 ,3.80987938
692,神奈川県,相模原市,18.0 ,3.80987938
693,神奈川県,横須賀市,18.0 ,3.80987938
694,神奈川県,平塚市,18.0 ,3.80987938
695,神奈川県,鎌倉市,18.0 ,3.80987938
696,神奈川県,藤沢市,18.0 ,3.80987938
697,神奈川県,小田原市,18.0 ,3.80987938
698,神奈川県,茅ヶ崎市,18.0 ,3.80987938
699,神奈川県,逗子市,18.0 ,3.80987938
700,神奈川県,三浦市,18.0 ,3.80987938
701,神奈川県,秦野市,18.0 ,3.80987938
702,神奈川県,厚木市,18.0 ,3.80987938
703,神奈川県,大和市,18.0 ,3.80987938
704,神奈川県,伊勢原市,18.0 ,3.80987938
705,神奈川県,海老名市,18.0 ,3.80987938
706,神奈川県,座間市,18.0 ,3.80987938
707,神奈川県,南足柄市,18.0 ,3.80987938
708,神奈川県,綾瀬市,18.0 ,3.80987938
709,神奈川県,葉山町,18.0 ,3.80987938
710,神奈川県,寒川町,18.0 ,3.80987938
711,神奈川県,大磯町,18.0 ,3.80987938
712,神奈川県,二宮町,18.0 ,3.80987938
713,神奈川県,中井町,18.0 ,3.80987938
714,神奈川県,大井町,18.0 ,3.80987938
715,神奈川県,松田町,18.0 ,3.80987938
716,神奈川県,山北町,18.0 ,3.80987938
717,神奈川県,開成町,18.0 ,3.80987938
718,神奈川県,箱根町,18.0 ,3.80987938
719,神奈川県,真鶴町,18.0 ,3.80987938
720,神奈川県,湯河原町,18.0 ,3.80987938
721,神奈川県,愛川町,18.0 ,3.80987938
722,神奈川県,清川村,18.0 ,3.80987938
723,新潟県,新潟市,15.2 ,2.04307869
724,新潟県,長岡市,15.2 ,2.04307869
725,新潟県,三条市,15.2 ,2.04307869
726,新潟県,柏崎市,15.2 ,2.04307869
727,新潟県,新発田市,15.2 ,2.04307869
728,新潟県,小千谷市,15.2 ,2.04307869
729,新潟県,加茂市,15.2 ,2.04307869
730,新潟県,十日町市,15.2 ,2.04307869
731,新潟県,見附市,15.2 ,2.04307869
732,新潟県,村上市,15.2 ,2.04307869
733,新潟県,燕市,15.2 ,2.04307869
734,新潟県,糸魚川市,15.2 ,2.04307869
735,新潟県,妙高市,15.2 ,2.04307869
736,新潟県,五泉市,15.2 ,2.04307869
737,新潟県,上越市,15.2 ,2.04307869
738,新潟県,阿賀野市,15.2 ,2.04307869
739,新潟県,佐渡市,15.2 ,2.04307869
740,新潟県,魚沼市,15.2 ,2.04307869
741,新潟県,南魚沼市,15.2 ,2.04307869
742,新潟県,胎内市,15.2 ,2.04307869
743,新潟県,聖籠町,15.2 ,2.04307869
744,新潟県,弥彦村,15.2 ,2.04307869
745,新潟県,田上町,15.2 ,2.04307869
746,新潟県,阿賀町,15.2 ,2.04307869
747,新潟県,出雲崎町,15.2 ,2.04307869
748,新潟県,湯沢町,15.2 ,2.04307869
749,新潟県,津南町,15.2 ,2.04307869
750,新潟県,刈羽村,15.2 ,2.04307869
751,新潟県,関川村,15.2 ,2.04307869
752,新潟県,粟島浦村,15.2 ,2.04307869
753,富山県,富山市,15.9 ,2.213095922
754,富山県,高岡市,15.9 ,2.213095922
755,富山県,魚津市,15.9 ,2.213095922
756,富山県,氷見市,15.9 ,2.213095922
757,富山県,滑川市,15.9 ,2.213095922
758,富山県,黒部市,15.9 ,2.213095922
759,富山県,砺波市,15.9 ,2.213095922
760,富山県,小矢部市,15.9 ,2.213095922
761,富山県,南砺市,15.9 ,2.213095922
762,富山県,射水市,15.9 ,2.213095922
763,富山県,舟橋村,15.9 ,2.213095922
764,富山県,上市町,15.9 ,2.213095922
765,富山県,立山町,15.9 ,2.213095922
766,富山県,入善町,15.9 ,2.213095922
767,富山県,朝日町,15.9 ,2.213095922
768,石川県,金沢市,16.5 ,2.454336588
769,石川県,七尾市,16.5 ,2.454336588
770,石川県,小松市,16.5 ,2.454336588
771,石川県,輪島市,16.5 ,2.454336588
772,石川県,珠洲市,16.5 ,2.454336588
773,石川県,加賀市,16.5 ,2.454336588
774,石川県,羽咋市,16.5 ,2.454336588
775,石川県,かほく市,16.5 ,2.454336588
776,石川県,白山市,16.5 ,2.454336588
777,石川県,能美市,16.5 ,2.454336588
778,石川県,野々市市,16.5 ,2.454336588
779,石川県,川北町,16.5 ,2.454336588
780,石川県,津幡町,16.5 ,2.454336588
781,石川県,内灘町,16.5 ,2.454336588
782,石川県,志賀町,16.5 ,2.454336588
783,石川県,宝達志水町,16.5 ,2.454336588
784,石川県,中能登町,16.5 ,2.454336588
785,石川県,穴水町,16.5 ,2.454336588
786,石川県,能登町,16.5 ,2.454336588
787,福井県,福井市,16.4 ,2.410683515
788,福井県,敦賀市,16.4 ,2.410683515
789,福井県,小浜市,16.4 ,2.410683515
790,福井県,大野市,16.4 ,2.410683515
791,福井県,勝山市,16.4 ,2.410683515
792,福井県,鯖江市,16.4 ,2.410683515
793,福井県,あわら市,16.4 ,2.410683515
794,福井県,越前市,16.4 ,2.410683515
795,福井県,坂井市,16.4 ,2.410683515
796,福井県,永平寺町,16.4 ,2.410683515
797,福井県,池田町,16.4 ,2.410683515
798,福井県,南越前町,16.4 ,2.410683515
799,福井県,越前町,16.4 ,2.410683515
800,福井県,美浜町,16.4 ,2.410683515
801,福井県,高浜町,16.4 ,2.410683515
802,福井県,おおい町,16.4 ,2.410683515
803,福井県,若狭町,16.4 ,2.410683515
804,山梨県,甲府市,16.6 ,2.516369902
805,山梨県,富士吉田市,16.6 ,2.516369902
806,山梨県,都留市,16.6 ,2.516369902
807,山梨県,山梨市,16.6 ,2.516369902
808,山梨県,大月市,16.6 ,2.516369902
809,山梨県,韮崎市,16.6 ,2.516369902
810,山梨県,南アルプス市,16.6 ,2.516369902
811,山梨県,北杜市,16.6 ,2.516369902
812,山梨県,甲斐市,16.6 ,2.516369902
813,山梨県,笛吹市,16.6 ,2.516369902
814,山梨県,上野原市,16.6 ,2.516369902
815,山梨県,甲州市,16.6 ,2.516369902
816,山梨県,中央市,16.6 ,2.516369902
817,山梨県,市川三郷町,16.6 ,2.516369902
818,山梨県,早川町,16.6 ,2.516369902
819,山梨県,身延町,16.6 ,2.516369902
820,山梨県,南部町,16.6 ,2.516369902
821,山梨県,富士川町,16.6 ,2.516369902
822,山梨県,昭和町,16.6 ,2.516369902
823,山梨県,道志村,16.6 ,2.516369902
824,山梨県,西桂町,16.6 ,2.516369902
825,山梨県,忍野村,16.6 ,2.516369902
826,山梨県,山中湖村,16.6 ,2.516369902
827,山梨県,鳴沢村,16.6 ,2.516369902
828,山梨県,富士河口湖町,16.6 ,2.516369902
829,山梨県,小菅村,16.6 ,2.516369902
830,山梨県,丹波山村,16.6 ,2.516369902
831,長野県,長野市,13.8 ,1.813325675
832,長野県,松本市,13.8 ,1.813325675
833,長野県,上田市,13.8 ,1.813325675
834,長野県,岡谷市,13.8 ,1.813325675
835,長野県,飯田市,13.8 ,1.813325675
836,長野県,諏訪市,13.8 ,1.813325675
837,長野県,須坂市,13.8 ,1.813325675
838,長野県,小諸市,13.8 ,1.813325675
839,長野県,伊那市,13.8 ,1.813325675
840,長野県,駒ヶ根市,13.8 ,1.813325675
841,長野県,中野市,13.8 ,1.813325675
842,長野県,大町市,13.8 ,1.813325675
843,長野県,飯山市,13.8 ,1.813325675
844,長野県,茅野市,13.8 ,1.813325675
845,長野県,塩尻市,13.8 ,1.813325675
846,長野県,佐久市,13.8 ,1.813325675
847,長野県,千曲市,13.8 ,1.813325675
848,長野県,東御市,13.8 ,1.813325675
849,長野県,安曇野市,13.8 ,1.813325675
850,長野県,小海町,13.8 ,1.813325675
851,長野県,川上村,13.8 ,1.813325675
852,長野県,南牧村,13.8 ,1.813325675
853,長野県,南相木村,13.8 ,1.813325675
854,長野県,北相木村,13.8 ,1.813325675
855,長野県,佐久穂町,13.8 ,1.813325675
856,長野県,軽井沢町,13.8 ,1.813325675
857,長野県,御代田町,13.8 ,1.813325675
858,長野県,立科町,13.8 ,1.813325675
859,長野県,青木村,13.8 ,1.813325675
860,長野県,長和町,13.8 ,1.813325675
861,長野県,下諏訪町,13.8 ,1.813325675
862,長野県,富士見町,13.8 ,1.813325675
863,長野県,原村,13.8 ,1.813325675
864,長野県,辰野町,13.8 ,1.813325675
865,長野県,箕輪町,13.8 ,1.813325675
866,長野県,飯島町,13.8 ,1.813325675
867,長野県,南箕輪村,13.8 ,1.813325675
868,長野県,中川村,13.8 ,1.813325675
869,長野県,宮田村,13.8 ,1.813325675
870,長野県,松川町,13.8 ,1.813325675
871,長野県,高森町,13.8 ,1.813325675
872,長野県,阿南町,13.8 ,1.813325675
873,長野県,阿智村,13.8 ,1.813325675
874,長野県,平谷村,13.8 ,1.813325675
875,長野県,根羽村,13.8 ,1.813325675
876,長野県,下條村,13.8 ,1.813325675
877,長野県,売木村,13.8 ,1.813325675
878,長野県,天龍村,13.8 ,1.813325675
879,長野県,泰阜村,13.8 ,1.813325675
880,長野県,喬木村,13.8 ,1.813325675
881,長野県,豊丘村,13.8 ,1.813325675
882,長野県,大鹿村,13.8 ,1.813325675
883,長野県,上松町,13.8 ,1.813325675
884,長野県,南木曽町,13.8 ,1.813325675
885,長野県,木祖村,13.8 ,1.813325675
886,長野県,王滝村,13.8 ,1.813325675
887,長野県,大桑村,13.8 ,1.813325675
888,長野県,木曽町,13.8 ,1.813325675
889,長野県,麻績村,13.8 ,1.813325675
890,長野県,生坂村,13.8 ,1.813325675
891,長野県,山形村,13.8 ,1.813325675
892,長野県,朝日村,13.8 ,1.813325675
893,長野県,筑北村,13.8 ,1.813325675
894,長野県,池田町,13.8 ,1.813325675
895,長野県,松川村,13.8 ,1.813325675
896,長野県,白馬村,13.8 ,1.813325675
897,長野県,小谷村,13.8 ,1.813325675
898,長野県,坂城町,13.8 ,1.813325675
899,長野県,小布施町,13.8 ,1.813325675
900,長野県,高山村,13.8 ,1.813325675
901,長野県,山ノ内町,13.8 ,1.813325675
902,長野県,木島平村,13.8 ,1.813325675
903,長野県,野沢温泉村,13.8 ,1.813325675
904,長野県,信濃町,13.8 ,1.813325675
905,長野県,小川村,13.8 ,1.813325675
906,長野県,飯綱町,13.8 ,1.813325675
907,長野県,栄村,13.8 ,1.813325675
908,岐阜県,岐阜市,17.9 ,3.557151063
909,岐阜県,大垣市,17.9 ,3.557151063
910,岐阜県,高山市,17.9 ,3.557151063
911,岐阜県,多治見市,17.9 ,3.557151063
912,岐阜県,関市,17.9 ,3.557151063
913,岐阜県,中津川市,17.9 ,3.557151063
914,岐阜県,美濃市,17.9 ,3.557151063
915,岐阜県,瑞浪市,17.9 ,3.557151063
916,岐阜県,羽島市,17.9 ,3.557151063
917,岐阜県,恵那市,17.9 ,3.557151063
918,岐阜県,美濃加茂市,17.9 ,3.557151063
919,岐阜県,土岐市,17.9 ,3.557151063
920,岐阜県,各務原市,17.9 ,3.557151063
921,岐阜県,可児市,17.9 ,3.557151063
922,岐阜県,山県市,17.9 ,3.557151063
923,岐阜県,瑞穂市,17.9 ,3.557151063
924,岐阜県,飛騨市,17.9 ,3.557151063
925,岐阜県,本巣市,17.9 ,3.557151063
926,岐阜県,郡上市,17.9 ,3.557151063
927,岐阜県,下呂市,17.9 ,3.557151063
928,岐阜県,海津市,17.9 ,3.557151063
929,岐阜県,岐南町,17.9 ,3.557151063
930,岐阜県,笠松町,17.9 ,3.557151063
931,岐阜県,養老町,17.9 ,3.557151063
932,岐阜県,垂井町,17.9 ,3.557151063
933,岐阜県,関ケ原町,17.9 ,3.557151063
934,岐阜県,神戸町,17.9 ,3.557151063
935,岐阜県,輪之内町,17.9 ,3.557151063
936,岐阜県,安八町,17.9 ,3.557151063
937,岐阜県,揖斐川町,17.9 ,3.557151063
938,岐阜県,大野町,17.9 ,3.557151063
939,岐阜県,池田町,17.9 ,3.557151063
940,岐阜県,北方町,17.9 ,3.557151063
941,岐阜県,坂祝町,17.9 ,3.557151063
942,岐阜県,富加町,17.9 ,3.557151063
943,岐阜県,川辺町,17.9 ,3.557151063
944,岐阜県,七宗町,17.9 ,3.557151063
945,岐阜県,八百津町,17.9 ,3.557151063
946,岐阜県,白川町,17.9 ,3.557151063
947,岐阜県,東白川村,17.9 ,3.557151063
948,岐阜県,御嵩町,17.9 ,3.557151063
949,岐阜県,白川村,17.9 ,3.557151063
950,静岡県,静岡市,18.7 ,4.510626077
951,静岡県,浜松市,18.7 ,4.510626077
952,静岡県,沼津市,18.7 ,4.510626077
953,静岡県,熱海市,18.7 ,4.510626077
954,静岡県,三島市,18.7 ,4.510626077
955,静岡県,富士宮市,18.7 ,4.510626077
956,静岡県,伊東市,18.7 ,4.510626077
957,静岡県,島田市,18.7 ,4.510626077
958,静岡県,富士市,18.7 ,4.510626077
959,静岡県,磐田市,18.7 ,4.510626077
960,静岡県,焼津市,18.7 ,4.510626077
961,静岡県,掛川市,18.7 ,4.510626077
962,静岡県,藤枝市,18.7 ,4.510626077
963,静岡県,御殿場市,18.7 ,4.510626077
964,静岡県,袋井市,18.7 ,4.510626077
965,静岡県,下田市,18.7 ,4.510626077
966,静岡県,裾野市,18.7 ,4.510626077
967,静岡県,湖西市,18.7 ,4.510626077
968,静岡県,伊豆市,18.7 ,4.510626077
969,静岡県,御前崎市,18.7 ,4.510626077
970,静岡県,菊川市,18.7 ,4.510626077
971,静岡県,伊豆の国市,18.7 ,4.510626077
972,静岡県,牧之原市,18.7 ,4.510626077
973,静岡県,東伊豆町,18.7 ,4.510626077
974,静岡県,河津町,18.7 ,4.510626077
975,静岡県,南伊豆町,18.7 ,4.510626077
976,静岡県,松崎町,18.7 ,4.510626077
977,静岡県,西伊豆町,18.7 ,4.510626077
978,静岡県,函南町,18.7 ,4.510626077
979,静岡県,清水町,18.7 ,4.510626077
980,静岡県,長泉町,18.7 ,4.510626077
981,静岡県,小山町,18.7 ,4.510626077
982,静岡県,吉田町,18.7 ,4.510626077
983,静岡県,川根本町,18.7 ,4.510626077
984,静岡県,森町,18.7 ,4.510626077
985,愛知県,名古屋市,17.9 ,3.557151063
986,愛知県,豊橋市,17.9 ,3.557151063
987,愛知県,岡崎市,17.9 ,3.557151063
988,愛知県,一宮市,17.9 ,3.557151063
989,愛知県,瀬戸市,17.9 ,3.557151063
990,愛知県,半田市,17.9 ,3.557151063
991,愛知県,春日井市,17.9 ,3.557151063
992,愛知県,豊川市,17.9 ,3.557151063
993,愛知県,津島市,17.9 ,3.557151063
994,愛知県,碧南市,17.9 ,3.557151063
995,愛知県,刈谷市,17.9 ,3.557151063
996,愛知県,豊田市,17.9 ,3.557151063
997,愛知県,安城市,17.9 ,3.557151063
998,愛知県,西尾市,17.9 ,3.557151063
999,愛知県,蒲郡市,17.9 ,3.557151063
1000,愛知県,犬山市,17.9 ,3.557151063
1001,愛知県,常滑市,17.9 ,3.557151063
1002,愛知県,江南市,17.9 ,3.557151063
1003,愛知県,小牧市,17.9 ,3.557151063
1004,愛知県,稲沢市,17.9 ,3.557151063
1005,愛知県,新城市,17.9 ,3.557151063
1006,愛知県,東海市,17.9 ,3.557151063
1007,愛知県,大府市,17.9 ,3.557151063
1008,愛知県,知多市,17.9 ,3.557151063
1009,愛知県,知立市,17.9 ,3.557151063
1010,愛知県,尾張旭市,17.9 ,3.557151063
1011,愛知県,高浜市,17.9 ,3.557151063
1012,愛知県,岩倉市,17.9 ,3.557151063
1013,愛知県,豊明市,17.9 ,3.557151063
1014,愛知県,日進市,17.9 ,3.557151063
1015,愛知県,田原市,17.9 ,3.557151063
1016,愛知県,愛西市,17.9 ,3.557151063
1017,愛知県,清須市,17.9 ,3.557151063
1018,愛知県,北名古屋市,17.9 ,3.557151063
1019,愛知県,弥富市,17.9 ,3.557151063
1020,愛知県,みよし市,17.9 ,3.557151063
1021,愛知県,あま市,17.9 ,3.557151063
1022,愛知県,長久手市,17.9 ,3.557151063
1023,愛知県,東郷町,17.9 ,3.557151063
1024,愛知県,豊山町,17.9 ,3.557151063
1025,愛知県,大口町,17.9 ,3.557151063
1026,愛知県,扶桑町,17.9 ,3.557151063
1027,愛知県,大治町,17.9 ,3.557151063
1028,愛知県,蟹江町,17.9 ,3.557151063
1029,愛知県,飛島村,17.9 ,3.557151063
1030,愛知県,阿久比町,17.9 ,3.557151063
1031,愛知県,東浦町,17.9 ,3.557151063
1032,愛知県,南知多町,17.9 ,3.557151063
1033,愛知県,美浜町,17.9 ,3.557151063
1034,愛知県,武豊町,17.9 ,3.557151063
1035,愛知県,幸田町,17.9 ,3.557151063
1036,愛知県,設楽町,17.9 ,3.557151063
1037,愛知県,東栄町,17.9 ,3.557151063
1038,愛知県,豊根村,17.9 ,3.557151063
1039,三重県,津市,17.8 ,3.276852384
1040,三重県,四日市市,17.8 ,3.276852384
1041,三重県,伊勢市,17.8 ,3.276852384
1042,三重県,松阪市,17.8 ,3.276852384
1043,三重県,桑名市,17.8 ,3.276852384
1044,三重県,鈴鹿市,17.8 ,3.276852384
1045,三重県,名張市,17.8 ,3.276852384
1046,三重県,尾鷲市,17.8 ,3.276852384
1047,三重県,亀山市,17.8 ,3.276852384
1048,三重県,鳥羽市,17.8 ,3.276852384
1049,三重県,熊野市,17.8 ,3.276852384
1050,三重県,いなべ市,17.8 ,3.276852384
1051,三重県,志摩市,17.8 ,3.276852384
1052,三重県,伊賀市,17.8 ,3.276852384
1053,三重県,木曽岬町,17.8 ,3.276852384
1054,三重県,東員町,17.8 ,3.276852384
1055,三重県,菰野町,17.8 ,3.276852384
1056,三重県,朝日町,17.8 ,3.276852384
1057,三重県,川越町,17.8 ,3.276852384
1058,三重県,多気町,17.8 ,3.276852384
1059,三重県,明和町,17.8 ,3.276852384
1060,三重県,大台町,17.8 ,3.276852384
1061,三重県,玉城町,17.8 ,3.276852384
1062,三重県,度会町,17.8 ,3.276852384
1063,三重県,大紀町,17.8 ,3.276852384
1064,三重県,南伊勢町,17.8 ,3.276852384
1065,三重県,紀北町,17.8 ,3.276852384
1066,三重県,御浜町,17.8 ,3.276852384
1067,三重県,紀宝町,17.8 ,3.276852384
1068,滋賀県,大津市,16.8 ,2.603676048
1069,滋賀県,彦根市,16.8 ,2.603676048
1070,滋賀県,長浜市,16.8 ,2.603676048
1071,滋賀県,近江八幡市,16.8 ,2.603676048
1072,滋賀県,草津市,16.8 ,2.603676048
1073,滋賀県,守山市,16.8 ,2.603676048
1074,滋賀県,栗東市,16.8 ,2.603676048
1075,滋賀県,甲賀市,16.8 ,2.603676048
1076,滋賀県,野洲市,16.8 ,2.603676048
1077,滋賀県,湖南市,16.8 ,2.603676048
1078,滋賀県,高島市,16.8 ,2.603676048
1079,滋賀県,東近江市,16.8 ,2.603676048
1080,滋賀県,米原市,16.8 ,2.603676048
1081,滋賀県,日野町,16.8 ,2.603676048
1082,滋賀県,竜王町,16.8 ,2.603676048
1083,滋賀県,愛荘町,16.8 ,2.603676048
1084,滋賀県,豊郷町,16.8 ,2.603676048
1085,滋賀県,甲良町,16.8 ,2.603676048
1086,滋賀県,多賀町,16.8 ,2.603676048
1087,京都府,京都市,17.9 ,3.557151063
1088,京都府,福知山市,17.9 ,3.557151063
1089,京都府,舞鶴市,17.9 ,3.557151063
1090,京都府,綾部市,17.9 ,3.557151063
1091,京都府,宇治市,17.9 ,3.557151063
1092,京都府,宮津市,17.9 ,3.557151063
1093,京都府,亀岡市,17.9 ,3.557151063
1094,京都府,城陽市,17.9 ,3.557151063
1095,京都府,向日市,17.9 ,3.557151063
1096,京都府,長岡京市,17.9 ,3.557151063
1097,京都府,八幡市,17.9 ,3.557151063
1098,京都府,京田辺市,17.9 ,3.557151063
1099,京都府,京丹後市,17.9 ,3.557151063
1100,京都府,南丹市,17.9 ,3.557151063
1101,京都府,木津川市,17.9 ,3.557151063
1102,京都府,大山崎町,17.9 ,3.557151063
1103,京都府,久御山町,17.9 ,3.557151063
1104,京都府,井手町,17.9 ,3.557151063
1105,京都府,宇治田原町,17.9 ,3.557151063
1106,京都府,笠置町,17.9 ,3.557151063
1107,京都府,和束町,17.9 ,3.557151063
1108,京都府,精華町,17.9 ,3.557151063
1109,京都府,南山城村,17.9 ,3.557151063
1110,京都府,京丹波町,17.9 ,3.557151063
1111,京都府,伊根町,17.9 ,3.557151063
1112,京都府,与謝野町,17.9 ,3.557151063
1113,大阪府,大阪市,18.4 ,4.352096496
1114,大阪府,堺市,18.4 ,4.352096496
1115,大阪府,岸和田市,18.4 ,4.352096496
1116,大阪府,豊中市,18.4 ,4.352096496
1117,大阪府,池田市,18.4 ,4.352096496
1118,大阪府,吹田市,18.4 ,4.352096496
1119,大阪府,泉大津市,18.4 ,4.352096496
1120,大阪府,高槻市,18.4 ,4.352096496
1121,大阪府,貝塚市,18.4 ,4.352096496
1122,大阪府,守口市,18.4 ,4.352096496
1123,大阪府,枚方市,18.4 ,4.352096496
1124,大阪府,茨木市,18.4 ,4.352096496
1125,大阪府,八尾市,18.4 ,4.352096496
1126,大阪府,泉佐野市,18.4 ,4.352096496
1127,大阪府,富田林市,18.4 ,4.352096496
1128,大阪府,寝屋川市,18.4 ,4.352096496
1129,大阪府,河内長野市,18.4 ,4.352096496
1130,大阪府,松原市,18.4 ,4.352096496
1131,大阪府,大東市,18.4 ,4.352096496
1132,大阪府,和泉市,18.4 ,4.352096496
1133,大阪府,箕面市,18.4 ,4.352096496
1134,大阪府,柏原市,18.4 ,4.352096496
1135,大阪府,羽曳野市,18.4 ,4.352096496
1136,大阪府,門真市,18.4 ,4.352096496
1137,大阪府,摂津市,18.4 ,4.352096496
1138,大阪府,高石市,18.4 ,4.352096496
1139,大阪府,藤井寺市,18.4 ,4.352096496
1140,大阪府,東大阪市,18.4 ,4.352096496
1141,大阪府,泉南市,18.4 ,4.352096496
1142,大阪府,四條畷市,18.4 ,4.352096496
1143,大阪府,交野市,18.4 ,4.352096496
1144,大阪府,大阪狭山市,18.4 ,4.352096496
1145,大阪府,阪南市,18.4 ,4.352096496
1146,大阪府,島本町,18.4 ,4.352096496
1147,大阪府,豊能町,18.4 ,4.352096496
1148,大阪府,能勢町,18.4 ,4.352096496
1149,大阪府,忠岡町,18.4 ,4.352096496
1150,大阪府,熊取町,18.4 ,4.352096496
1151,大阪府,田尻町,18.4 ,4.352096496
1152,大阪府,岬町,18.4 ,4.352096496
1153,大阪府,太子町,18.4 ,4.352096496
1154,大阪府,河南町,18.4 ,4.352096496
1155,大阪府,千早赤阪村,18.4 ,4.352096496
1156,兵庫県,神戸市,18.4 ,4.352096496
1157,兵庫県,姫路市,18.4 ,4.352096496
1158,兵庫県,尼崎市,18.4 ,4.352096496
1159,兵庫県,明石市,18.4 ,4.352096496
1160,兵庫県,西宮市,18.4 ,4.352096496
1161,兵庫県,洲本市,18.4 ,4.352096496
1162,兵庫県,芦屋市,18.4 ,4.352096496
1163,兵庫県,伊丹市,18.4 ,4.352096496
1164,兵庫県,相生市,18.4 ,4.352096496
1165,兵庫県,豊岡市,18.4 ,4.352096496
1166,兵庫県,加古川市,18.4 ,4.352096496
1167,兵庫県,赤穂市,18.4 ,4.352096496
1168,兵庫県,西脇市,18.4 ,4.352096496
1169,兵庫県,宝塚市,18.4 ,4.352096496
1170,兵庫県,三木市,18.4 ,4.352096496
1171,兵庫県,高砂市,18.4 ,4.352096496
1172,兵庫県,川西市,18.4 ,4.352096496
1173,兵庫県,小野市,18.4 ,4.352096496
1174,兵庫県,三田市,18.4 ,4.352096496
1175,兵庫県,加西市,18.4 ,4.352096496
1176,兵庫県,丹波篠山市,18.4 ,4.352096496
1177,兵庫県,養父市,18.4 ,4.352096496
1178,兵庫県,丹波市,18.4 ,4.352096496
1179,兵庫県,南あわじ市,18.4 ,4.352096496
1180,兵庫県,朝来市,18.4 ,4.352096496
1181,兵庫県,淡路市,18.4 ,4.352096496
1182,兵庫県,宍粟市,18.4 ,4.352096496
1183,兵庫県,加東市,18.4 ,4.352096496
1184,兵庫県,たつの市,18.4 ,4.352096496
1185,兵庫県,猪名川町,18.4 ,4.352096496
1186,兵庫県,多可町,18.4 ,4.352096496
1187,兵庫県,稲美町,18.4 ,4.352096496
1188,兵庫県,播磨町,18.4 ,4.352096496
1189,兵庫県,市川町,18.4 ,4.352096496
1190,兵庫県,福崎町,18.4 ,4.352096496
1191,兵庫県,神河町,18.4 ,4.352096496
1192,兵庫県,太子町,18.4 ,4.352096496
1193,兵庫県,上郡町,18.4 ,4.352096496
1194,兵庫県,佐用町,18.4 ,4.352096496
1195,兵庫県,香美町,18.4 ,4.352096496
1196,兵庫県,新温泉町,18.4 ,4.352096496
1197,奈良県,奈良市,17.2 ,2.962090752
1198,奈良県,大和高田市,17.2 ,2.962090752
1199,奈良県,大和郡山市,17.2 ,2.962090752
1200,奈良県,天理市,17.2 ,2.962090752
1201,奈良県,橿原市,17.2 ,2.962090752
1202,奈良県,桜井市,17.2 ,2.962090752
1203,奈良県,五條市,17.2 ,2.962090752
1204,奈良県,御所市,17.2 ,2.962090752
1205,奈良県,生駒市,17.2 ,2.962090752
1206,奈良県,香芝市,17.2 ,2.962090752
1207,奈良県,葛城市,17.2 ,2.962090752
1208,奈良県,宇陀市,17.2 ,2.962090752
1209,奈良県,山添村,17.2 ,2.962090752
1210,奈良県,平群町,17.2 ,2.962090752
1211,奈良県,三郷町,17.2 ,2.962090752
1212,奈良県,斑鳩町,17.2 ,2.962090752
